model,ith run, road_block, max_speed_slow, max_speed_fast, fast_car_ratio, density, total_all_cars_distance, total_slow_cars_distance, total_fast_cars_distance, worst_case_distance_slow_cars, worst_cast_distance_fast_cars, best_case_distance_slow_car, best_case_distance_fast_car,num_slow_cars,num_fast_cars,global_speed_rule,slack,distance_look_ahead
NS,3,1,6,11,0.75,0.1,1853810,468161,1385649,16634,13143,20109,20457,25,75,false,3,7
NS,4,1,6,11,0.75,0.1,1874929,472794,1402135,14545,2731,20094,20532,25,75,false,3,7
NS,0,0,6,11,0.75,0.1,2166308,509433,1656875,19926,20418,20595,25167,25,75,false,3,7
NS,1,0,6,11,0.75,0.1,2114994,508815,1606179,19925,20129,20573,22703,25,75,false,3,7
NS,2,0,6,11,0.75,0.1,2077910,508706,1569204,20100,20167,20688,21634,25,75,false,3,7
NS,3,0,6,11,0.75,0.1,2101404,510407,1590997,19949,20121,20635,22834,25,75,false,3,7
NS,4,0,6,11,0.75,0.1,2078654,510521,1568133,20069,20120,20687,21839,25,75,false,3,7
NS,0,1,9,11,0.75,0.1,1915987,506285,1409702,14639,10296,25537,26631,25,75,false,3,7
NS,1,1,9,11,0.75,0.1,1907680,503503,1404177,15204,7989,25388,26452,25,75,false,3,7
NS,2,1,9,11,0.75,0.1,1909833,458495,1451338,9008,13796,23053,25614,25,75,false,3,7
NS,3,1,9,11,0.75,0.1,1931110,482049,1449061,13158,10647,23736,25856,25,75,false,3,7
NS,4,1,9,11,0.75,0.1,1896637,492054,1404583,10790,10670,25832,26097,25,75,false,3,7
NS,0,0,9,11,0.75,0.1,3133916,781046,2352870,30774,30799,31484,31942,25,75,false,3,7
NS,1,0,9,11,0.75,0.1,3108963,771320,2337643,30461,30472,31327,31955,25,75,false,3,7
NS,2,0,9,11,0.75,0.1,3134520,781946,2352574,30909,30966,31493,31854,25,75,false,3,7
NS,3,0,9,11,0.75,0.1,3154557,786220,2368337,31411,31195,31512,32071,25,75,false,3,7
NS,4,0,9,11,0.75,0.1,3136333,782981,2353352,30857,30863,31469,31882,25,75,false,3,7
NS,0,1,-1,4,1.0,0.1,1309536,0,1309536,999999999,12742,-1,13438,0,100,false,3,7
NS,1,1,-1,4,1.0,0.1,1281732,0,1281732,999999999,12396,-1,13137,0,100,false,3,7
NS,2,1,-1,4,1.0,0.1,1283127,0,1283127,999999999,12308,-1,13105,0,100,false,3,7
NS,3,1,-1,4,1.0,0.1,1276377,0,1276377,999999999,12357,-1,13086,0,100,false,3,7
NS,4,1,-1,4,1.0,0.1,1277896,0,1277896,999999999,12338,-1,13144,0,100,false,3,7
NS,0,0,-1,4,1.0,0.1,1308339,0,1308339,999999999,12777,-1,13452,0,100,false,3,7
NS,1,0,-1,4,1.0,0.1,1313703,0,1313703,999999999,12826,-1,13436,0,100,false,3,7
NS,2,0,-1,4,1.0,0.1,1308800,0,1308800,999999999,12794,-1,13455,0,100,false,3,7
NS,3,0,-1,4,1.0,0.1,1308392,0,1308392,999999999,12754,-1,13413,0,100,false,3,7
NS,4,0,-1,4,1.0,0.1,1308134,0,1308134,999999999,12766,-1,13445,0,100,false,3,7
NS,0,1,-1,8,1.0,0.1,1893819,0,1893819,999999999,13888,-1,23375,0,100,false,3,7
NS,1,1,-1,8,1.0,0.1,1873536,0,1873536,999999999,11582,-1,23566,0,100,false,3,7
NS,2,1,-1,8,1.0,0.1,1896078,0,1896078,999999999,12976,-1,24260,0,100,false,3,7
NS,3,1,-1,8,1.0,0.1,1875780,0,1875780,999999999,13688,-1,22230,0,100,false,3,7
NS,4,1,-1,8,1.0,0.1,1875995,0,1875995,999999999,13343,-1,23246,0,100,false,3,7
NS,0,0,-1,8,1.0,0.1,2734709,0,2734709,999999999,27148,-1,27781,0,100,false,3,7
NS,1,0,-1,8,1.0,0.1,2721747,0,2721747,999999999,26869,-1,27833,0,100,false,3,7
NS,2,0,-1,8,1.0,0.1,2714956,0,2714956,999999999,26890,-1,27584,0,100,false,3,7
NS,3,0,-1,8,1.0,0.1,2711715,0,2711715,999999999,26861,-1,27574,0,100,false,3,7
NS,4,0,-1,8,1.0,0.1,2729531,0,2729531,999999999,27056,-1,27717,0,100,false,3,7
NS,0,1,-1,11,1.0,0.1,1902886,0,1902886,999999999,8582,-1,27921,0,100,false,3,7
NS,1,1,-1,11,1.0,0.1,1894380,0,1894380,999999999,10441,-1,27620,0,100,false,3,7
NS,2,1,-1,11,1.0,0.1,1893189,0,1893189,999999999,11315,-1,25964,0,100,false,3,7
NS,3,1,-1,11,1.0,0.1,1917648,0,1917648,999999999,5801,-1,26473,0,100,false,3,7
NS,4,1,-1,11,1.0,0.1,1925160,0,1925160,999999999,8884,-1,28308,0,100,false,3,7
NS,0,0,-1,11,1.0,0.1,3861076,0,3861076,999999999,38581,-1,38714,0,100,false,3,7
NS,1,0,-1,11,1.0,0.1,3862234,0,3862234,999999999,38593,-1,38686,0,100,false,3,7
NS,2,0,-1,11,1.0,0.1,3861252,0,3861252,999999999,38573,-1,38690,0,100,false,3,7
NS,3,0,-1,11,1.0,0.1,3862763,0,3862763,999999999,38598,-1,38694,0,100,false,3,7
NS,4,0,-1,11,1.0,0.1,3861476,0,3861476,999999999,38585,-1,38689,0,100,false,3,7
NS,0,1,-1,8,1.0,0.1,1889740,0,1889740,999999999,13821,-1,23134,0,100,false,3,7
NS,1,1,-1,8,1.0,0.1,1928454,0,1928454,999999999,12736,-1,23913,0,100,false,3,7
NS,2,1,-1,8,1.0,0.1,1879956,0,1879956,999999999,13681,-1,23649,0,100,false,3,7
NS,3,1,-1,8,1.0,0.1,1884371,0,1884371,999999999,13528,-1,24074,0,100,false,3,7
NS,4,1,-1,8,1.0,0.1,1902758,0,1902758,999999999,12160,-1,24033,0,100,false,3,7
NS,0,0,-1,8,1.0,0.1,2721005,0,2721005,999999999,26947,-1,27704,0,100,false,3,7
NS,1,0,-1,8,1.0,0.1,2723536,0,2723536,999999999,27014,-1,27716,0,100,false,3,7
NS,2,0,-1,8,1.0,0.1,2710851,0,2710851,999999999,26846,-1,27570,0,100,false,3,7
NS,3,0,-1,8,1.0,0.1,2733071,0,2733071,999999999,27124,-1,27787,0,100,false,3,7
NS,4,0,-1,8,1.0,0.1,2718316,0,2718316,999999999,26884,-1,27726,0,100,false,3,7
NS,0,1,-1,11,1.0,0.1,1915425,0,1915425,999999999,11750,-1,28255,0,100,false,3,7
NS,1,1,-1,11,1.0,0.1,1916109,0,1916109,999999999,7938,-1,28181,0,100,false,3,7
NS,2,1,-1,11,1.0,0.1,1935768,0,1935768,999999999,10276,-1,27893,0,100,false,3,7
NS,3,1,-1,11,1.0,0.1,1939254,0,1939254,999999999,8855,-1,29716,0,100,false,3,7
NS,4,1,-1,11,1.0,0.1,1910203,0,1910203,999999999,6227,-1,27263,0,100,false,3,7
NS,0,0,-1,11,1.0,0.1,3860833,0,3860833,999999999,38591,-1,38646,0,100,false,3,7
NS,1,0,-1,11,1.0,0.1,3861392,0,3861392,999999999,38574,-1,38670,0,100,false,3,7
NS,2,0,-1,11,1.0,0.1,3862065,0,3862065,999999999,38589,-1,38675,0,100,false,3,7
NS,3,0,-1,11,1.0,0.1,3861375,0,3861375,999999999,38585,-1,38678,0,100,false,3,7
NS,4,0,-1,11,1.0,0.1,3861452,0,3861452,999999999,38571,-1,38666,0,100,false,3,7
NS,0,1,-1,11,1.0,0.1,1937597,0,1937597,999999999,10655,-1,29084,0,100,false,3,7
NS,1,1,-1,11,1.0,0.1,1917214,0,1917214,999999999,5495,-1,27830,0,100,false,3,7
NS,2,1,-1,11,1.0,0.1,1882556,0,1882556,999999999,8661,-1,29324,0,100,false,3,7
NS,3,1,-1,11,1.0,0.1,1941894,0,1941894,999999999,9782,-1,28246,0,100,false,3,7
NS,4,1,-1,11,1.0,0.1,1926322,0,1926322,999999999,9504,-1,26598,0,100,false,3,7
NS,0,0,-1,11,1.0,0.1,3861386,0,3861386,999999999,38585,-1,38701,0,100,false,3,7
NS,1,0,-1,11,1.0,0.1,3860941,0,3860941,999999999,38575,-1,38680,0,100,false,3,7
NS,2,0,-1,11,1.0,0.1,3861171,0,3861171,999999999,38570,-1,38674,0,100,false,3,7
NS,3,0,-1,11,1.0,0.1,3861180,0,3861180,999999999,38579,-1,38712,0,100,false,3,7
NS,4,0,-1,11,1.0,0.1,3860796,0,3860796,999999999,38574,-1,38695,0,100,false,3,7
NS,0,1,3,-1,0.0,0.15,1382093,1382093,0,8825,999999999,9551,-1,150,0,false,3,7
NS,1,1,3,-1,0.0,0.15,1374866,1374866,0,8551,999999999,9523,-1,150,0,false,3,7
NS,2,1,3,-1,0.0,0.15,1376443,1376443,0,8711,999999999,9537,-1,150,0,false,3,7
NS,3,1,3,-1,0.0,0.15,1380120,1380120,0,8780,999999999,9562,-1,150,0,false,3,7
NS,4,1,3,-1,0.0,0.15,1402234,1402234,0,8901,999999999,9630,-1,150,0,false,3,7
NS,0,0,3,-1,0.0,0.15,1401605,1401605,0,8963,999999999,9670,-1,150,0,false,3,7
NS,1,0,3,-1,0.0,0.15,1402208,1402208,0,8973,999999999,9658,-1,150,0,false,3,7
NS,2,0,3,-1,0.0,0.15,1400334,1400334,0,8968,999999999,9662,-1,150,0,false,3,7
NS,3,0,3,-1,0.0,0.15,1406929,1406929,0,9004,999999999,9643,-1,150,0,false,3,7
NS,4,0,3,-1,0.0,0.15,1405470,1405470,0,9031,999999999,9647,-1,150,0,false,3,7
NS,0,1,3,-1,0.0,0.15,1407115,1407115,0,8807,999999999,9740,-1,150,0,false,3,7
NS,1,1,3,-1,0.0,0.15,1391814,1391814,0,8579,999999999,9690,-1,150,0,false,3,7
NS,2,1,3,-1,0.0,0.15,1392411,1392411,0,8488,999999999,9670,-1,150,0,false,3,7
NS,3,1,3,-1,0.0,0.15,1393380,1393380,0,8439,999999999,9647,-1,150,0,false,3,7
NS,4,1,3,-1,0.0,0.15,1407320,1407320,0,8774,999999999,9737,-1,150,0,false,3,7
NS,0,0,3,-1,0.0,0.15,1426249,1426249,0,9250,999999999,9904,-1,150,0,false,3,7
NS,1,0,3,-1,0.0,0.15,1426433,1426433,0,9238,999999999,9898,-1,150,0,false,3,7
NS,2,0,3,-1,0.0,0.15,1429023,1429023,0,9288,999999999,9934,-1,150,0,false,3,7
NS,3,0,3,-1,0.0,0.15,1426750,1426750,0,9230,999999999,9912,-1,150,0,false,3,7
NS,4,0,3,-1,0.0,0.15,1426599,1426599,0,9224,999999999,9926,-1,150,0,false,3,7
NS,0,1,3,-1,0.0,0.15,1393103,1393103,0,8587,999999999,9678,-1,150,0,false,3,7
NS,1,1,3,-1,0.0,0.15,1395331,1395331,0,8418,999999999,9698,-1,150,0,false,3,7
NS,2,1,3,-1,0.0,0.15,1387825,1387825,0,8162,999999999,9711,-1,150,0,false,3,7
NS,3,1,3,-1,0.0,0.15,1393392,1393392,0,7534,999999999,9723,-1,150,0,false,3,7
NS,4,1,3,-1,0.0,0.15,1395356,1395356,0,8136,999999999,9743,-1,150,0,false,3,7
NS,0,0,3,-1,0.0,0.15,1436723,1436723,0,9349,999999999,9915,-1,150,0,false,3,7
NS,1,0,3,-1,0.0,0.15,1436950,1436950,0,9321,999999999,9891,-1,150,0,false,3,7
NS,2,0,3,-1,0.0,0.15,1435224,1435224,0,9307,999999999,9889,-1,150,0,false,3,7
NS,3,0,3,-1,0.0,0.15,1435552,1435552,0,9341,999999999,9893,-1,150,0,false,3,7
NS,4,0,3,-1,0.0,0.15,1439647,1439647,0,9396,999999999,9902,-1,150,0,false,3,7
NS,0,1,6,-1,0.0,0.15,1897627,1897627,0,8060,999999999,16584,-1,150,0,false,3,7
NS,1,1,6,-1,0.0,0.15,1890687,1890687,0,8013,999999999,16838,-1,150,0,false,3,7
NS,2,1,6,-1,0.0,0.15,1889917,1889917,0,7266,999999999,16991,-1,150,0,false,3,7
NS,3,1,6,-1,0.0,0.15,1920447,1920447,0,8275,999999999,16468,-1,150,0,false,3,7
NS,4,1,6,-1,0.0,0.15,1880996,1880996,0,6463,999999999,15933,-1,150,0,false,3,7
NS,0,0,6,-1,0.0,0.15,2937053,2937053,0,19183,999999999,20100,-1,150,0,false,3,7
NS,1,0,6,-1,0.0,0.15,2939594,2939594,0,19237,999999999,20166,-1,150,0,false,3,7
NS,2,0,6,-1,0.0,0.15,2931615,2931615,0,19151,999999999,19965,-1,150,0,false,3,7
NS,3,0,6,-1,0.0,0.15,2940029,2940029,0,19303,999999999,20073,-1,150,0,false,3,7
NS,4,0,6,-1,0.0,0.15,2936843,2936843,0,19257,999999999,19952,-1,150,0,false,3,7
NS,0,1,6,-1,0.0,0.15,1920879,1920879,0,6389,999999999,17585,-1,150,0,false,3,7
NS,1,1,6,-1,0.0,0.15,1915189,1915189,0,7563,999999999,17449,-1,150,0,false,3,7
NS,2,1,6,-1,0.0,0.15,1918441,1918441,0,6761,999999999,17261,-1,150,0,false,3,7
NS,3,1,6,-1,0.0,0.15,1918763,1918763,0,6530,999999999,17755,-1,150,0,false,3,7
NS,4,1,6,-1,0.0,0.15,1960260,1960260,0,6880,999999999,18072,-1,150,0,false,3,7
NS,0,0,6,-1,0.0,0.15,3030098,3030098,0,19927,999999999,20625,-1,150,0,false,3,7
NS,1,0,6,-1,0.0,0.15,3015360,3015360,0,19811,999999999,20620,-1,150,0,false,3,7
NS,2,0,6,-1,0.0,0.15,3021492,3021492,0,19804,999999999,20570,-1,150,0,false,3,7
NS,3,0,6,-1,0.0,0.15,3021296,3021296,0,19907,999999999,20615,-1,150,0,false,3,7
NS,4,0,6,-1,0.0,0.15,3023282,3023282,0,19894,999999999,20541,-1,150,0,false,3,7
NS,0,1,9,-1,0.0,0.15,1956072,1956072,0,5410,999999999,19689,-1,150,0,false,3,7
NS,1,1,9,-1,0.0,0.15,1969455,1969455,0,6995,999999999,19784,-1,150,0,false,3,7
NS,2,1,9,-1,0.0,0.15,1943669,1943669,0,5723,999999999,20892,-1,150,0,false,3,7
NS,3,1,9,-1,0.0,0.15,1919983,1919983,0,3986,999999999,21009,-1,150,0,false,3,7
NS,4,1,9,-1,0.0,0.15,1926073,1926073,0,4595,999999999,19955,-1,150,0,false,3,7
NS,0,0,9,-1,0.0,0.15,3863197,3863197,0,25194,999999999,26137,-1,150,0,false,3,7
NS,1,0,9,-1,0.0,0.15,3883872,3883872,0,25007,999999999,26690,-1,150,0,false,3,7
NS,2,0,9,-1,0.0,0.15,3825735,3825735,0,25050,999999999,26067,-1,150,0,false,3,7
NS,3,0,9,-1,0.0,0.15,3820560,3820560,0,24987,999999999,26086,-1,150,0,false,3,7
NS,4,0,9,-1,0.0,0.15,3851162,3851162,0,25190,999999999,26221,-1,150,0,false,3,7
NS,0,1,3,4,0.25,0.15,1396891,1052029,344862,8836,8840,9604,9639,113,37,false,3,7
NS,1,1,3,4,0.25,0.15,1406357,1062320,344037,8909,8936,9730,9559,113,37,false,3,7
NS,2,1,3,4,0.25,0.15,1405426,1059082,346344,8907,8987,9694,9639,113,37,false,3,7
NS,3,1,3,4,0.25,0.15,1406544,1060966,345578,8896,8945,9708,9739,113,37,false,3,7
NS,4,1,3,4,0.25,0.15,1390064,1046259,343805,8739,8908,9608,9579,113,37,false,3,7
NS,0,0,3,4,0.25,0.15,1413840,1061375,352465,9036,9332,9734,9867,113,37,false,3,7
NS,1,0,3,4,0.25,0.15,1415500,1064163,351337,9052,9205,9724,9743,113,37,false,3,7
NS,2,0,3,4,0.25,0.15,1413158,1060583,352575,9046,9349,9716,9742,113,37,false,3,7
NS,3,0,3,4,0.25,0.15,1414562,1063408,351154,9119,9247,9726,9709,113,37,false,3,7
NS,4,0,3,4,0.25,0.15,1414694,1061438,353256,9091,9314,9733,9788,113,37,false,3,7
NS,0,1,3,8,0.25,0.15,1430117,1068433,361684,8800,9099,9759,10417,113,37,false,3,7
NS,1,1,3,8,0.25,0.15,1417027,1054866,362161,8786,9181,9672,10805,113,37,false,3,7
NS,2,1,3,8,0.25,0.15,1415619,1050677,364942,8647,9100,9688,10485,113,37,false,3,7
NS,3,1,3,8,0.25,0.15,1438868,1070879,367989,8760,9220,9766,10992,113,37,false,3,7
NS,4,1,3,8,0.25,0.15,1414300,1052128,362172,8666,8989,9680,10336,113,37,false,3,7
NS,0,0,3,8,0.25,0.15,1445557,1081868,363689,9342,9522,9889,10449,113,37,false,3,7
NS,1,0,3,8,0.25,0.15,1445633,1079738,365895,9324,9518,9931,10477,113,37,false,3,7
NS,2,0,3,8,0.25,0.15,1457671,1085017,372654,9419,9565,9907,10527,113,37,false,3,7
NS,3,0,3,8,0.25,0.15,1447380,1082075,365305,9301,9526,9928,10667,113,37,false,3,7
NS,4,0,3,8,0.25,0.15,1454630,1086000,368630,9413,9545,9854,10614,113,37,false,3,7
NS,0,1,3,11,0.25,0.15,1419832,1059633,360199,8393,8689,9801,10347,113,37,false,3,7
NS,1,1,3,11,0.25,0.15,1410215,1051604,358611,8720,8903,9718,10112,113,37,false,3,7
NS,2,1,3,11,0.25,0.15,1425255,1064619,360636,8256,8609,9787,10462,113,37,false,3,7
NS,3,1,3,11,0.25,0.15,1428013,1069965,358048,8751,8947,9789,10132,113,37,false,3,7
NS,4,1,3,11,0.25,0.15,1424690,1065388,359302,8068,9140,9771,10297,113,37,false,3,7
NS,0,0,3,11,0.25,0.15,1449296,1090559,358737,9433,9554,9922,9925,113,37,false,3,7
NS,1,0,3,10,0.25,0.15,1446207,1087278,358929,9399,9469,9866,9879,113,37,false,3,7
NS,2,0,3,11,0.25,0.15,1444329,1085288,359041,9413,9467,9887,9953,113,37,false,3,7
NS,3,0,3,11,0.25,0.15,1454514,1092630,361884,9488,9628,9920,9912,113,37,false,3,7
NS,4,0,3,11,0.25,0.15,1445135,1085819,359316,9412,9558,9911,9886,113,37,false,3,7
NS,0,1,6,8,0.25,0.15,1888486,1414928,473558,7338,9963,15387,16366,113,37,false,3,7
NS,1,1,6,8,0.25,0.15,1928674,1457340,471334,9547,9056,16123,15354,113,37,false,3,7
NS,2,1,6,8,0.25,0.15,1898278,1415434,482844,8008,8188,16799,16729,113,37,false,3,7
NS,3,1,6,8,0.25,0.15,1913058,1442246,470812,8276,9893,16807,16226,113,37,false,3,7
NS,4,1,6,8,0.25,0.15,1880715,1436497,444218,7858,7748,16456,15396,113,37,false,3,7
NS,0,0,6,8,0.25,0.15,2917137,2191314,725823,19046,19140,19869,20150,113,37,false,3,7
NS,1,0,6,8,0.25,0.15,2940670,2207369,733301,19169,19430,20069,20177,113,37,false,3,7
NS,2,0,6,8,0.25,0.15,2915469,2191182,724287,19097,19176,19843,20330,113,37,false,3,7
NS,3,0,6,8,0.25,0.15,2924600,2197005,727595,19065,19206,20155,20082,113,37,false,3,7
NS,4,0,6,8,0.25,0.15,2916569,2191911,724658,19052,19232,19951,20194,113,37,false,3,7
NS,0,1,6,11,0.25,0.15,1960585,1456268,504317,7828,6121,17829,17811,113,37,false,3,7
NS,1,1,6,11,0.25,0.15,1948608,1481437,467171,7040,7197,18104,17118,113,37,false,3,7
NS,2,1,6,11,0.25,0.15,1914019,1470275,443744,7990,7308,17800,16219,113,37,false,3,7
NS,3,1,6,11,0.25,0.15,1891969,1387197,504772,5429,7184,17846,17775,113,37,false,3,7
NS,4,1,6,11,0.25,0.15,1934083,1477665,456418,7699,7132,17788,16300,113,37,false,3,7
NS,0,0,6,11,0.25,0.15,3008599,2263783,744816,19753,19834,20369,20528,113,37,false,3,7
NS,1,0,6,11,0.25,0.15,3007289,2264029,743260,19742,19762,20520,20389,113,37,false,3,7
NS,2,0,6,11,0.25,0.15,3010805,2262887,747918,19750,19858,20459,20637,113,37,false,3,7
NS,3,0,6,11,0.25,0.15,3005575,2258216,747359,19739,19804,20530,20530,113,37,false,3,7
NS,4,0,6,11,0.25,0.15,3004695,2261192,743503,19717,19768,20564,20668,113,37,false,3,7
NS,0,1,9,11,0.25,0.15,1940765,1461554,479211,5692,5215,21113,18094,113,37,false,3,7
NS,1,1,9,11,0.25,0.15,1919684,1448525,471159,6311,6127,21374,21301,113,37,false,3,7
NS,2,1,9,11,0.25,0.15,1935082,1462163,472919,4778,6198,18815,20001,113,37,false,3,7
NS,3,1,9,11,0.25,0.15,1910155,1455696,454459,6942,6168,20024,17754,113,37,false,3,7
NS,4,1,9,11,0.25,0.15,1942212,1475050,467162,3397,7409,21217,19025,113,37,false,3,7
NS,0,0,9,11,0.25,0.15,3844667,2897936,946731,25138,25173,26157,26088,113,37,false,3,7
NS,1,0,9,11,0.25,0.15,3832026,2887349,944677,24853,24955,26220,26099,113,37,false,3,7
NS,2,0,9,11,0.25,0.15,3845356,2896503,948853,25163,25335,26360,25994,113,37,false,3,7
NS,3,0,9,11,0.25,0.15,3811054,2870671,940383,24979,24799,26046,25846,113,37,false,3,7
NS,4,0,9,11,0.25,0.15,3845067,2894827,950240,25211,25293,26078,25991,113,37,false,3,7
NS,0,1,3,4,0.5,0.15,1410673,700408,710265,8931,9029,9675,9765,75,75,false,3,7
NS,1,1,3,4,0.5,0.15,1431075,712645,718430,9049,9191,9758,9968,75,75,false,3,7
NS,2,1,3,4,0.5,0.15,1424734,706619,718115,9104,9153,9757,10018,75,75,false,3,7
NS,3,1,3,4,0.5,0.15,1435290,707932,727358,9084,9208,9728,10145,75,75,false,3,7
NS,4,1,3,4,0.5,0.15,1416072,697332,718740,8852,9069,9615,10122,75,75,false,3,7
NS,0,0,3,4,0.5,0.15,1436189,707557,728632,9195,9350,9784,10010,75,75,false,3,7
NS,1,0,3,4,0.5,0.15,1439780,707461,732319,9168,9424,9767,10194,75,75,false,3,7
NS,2,0,3,4,0.5,0.15,1446630,715747,730883,9349,9420,9805,9981,75,75,false,3,7
NS,3,0,3,4,0.5,0.15,1444832,710190,734642,9131,9443,9732,10041,75,75,false,3,7
NS,4,0,3,4,0.5,0.15,1436283,706795,729488,9189,9327,9736,10063,75,75,false,3,7
NS,0,1,3,8,0.5,0.15,1462406,698510,763896,8443,9070,9702,10898,75,75,false,3,7
NS,1,1,3,8,0.5,0.15,1461927,704242,757685,8667,9145,9699,11068,75,75,false,3,7
NS,2,1,3,8,0.5,0.15,1459216,705056,754160,8683,9305,9689,11398,75,75,false,3,7
NS,3,1,3,8,0.5,0.15,1478196,714734,763462,8822,9095,9808,11128,75,75,false,3,7
NS,4,1,3,8,0.5,0.15,1470206,704280,765926,8499,9410,9695,11570,75,75,false,3,7
NS,0,0,3,8,0.5,0.15,1497404,723239,774165,9450,9562,9948,11270,75,75,false,3,7
NS,1,0,3,8,0.5,0.15,1499624,724599,775025,9516,9706,9892,11327,75,75,false,3,7
NS,2,0,3,8,0.5,0.15,1486388,725984,760404,9541,9774,9903,10797,75,75,false,3,7
NS,3,0,3,8,0.5,0.15,1508573,727277,781296,9531,9675,9909,11273,75,75,false,3,7
NS,4,0,3,8,0.5,0.15,1530563,726375,804188,9511,9755,9904,12184,75,75,false,3,7
NS,0,1,3,11,0.5,0.15,1449285,704300,744985,8682,8966,9712,10631,75,75,false,3,7
NS,1,1,3,11,0.5,0.15,1468008,710669,757339,8541,8742,9834,11372,75,75,false,3,7
NS,2,1,3,11,0.5,0.15,1461205,710478,750727,8421,8677,9817,11668,75,75,false,3,7
NS,3,1,3,11,0.5,0.15,1452081,704425,747656,8716,9087,9732,11101,75,75,false,3,7
NS,4,1,3,11,0.5,0.15,1458466,701120,757346,8555,8778,9700,11053,75,75,false,3,7
NS,0,0,3,11,0.5,0.15,1506954,731349,775605,9622,9690,9889,11287,75,75,false,3,7
NS,1,0,3,11,0.5,0.15,1486995,729879,757116,9611,9738,9910,10626,75,75,false,3,7
NS,2,0,3,11,0.5,0.15,1501078,729606,771472,9615,9686,9870,11200,75,75,false,3,7
NS,3,0,3,11,0.5,0.15,1484657,726053,758604,9547,9666,9936,10700,75,75,false,3,7
NS,4,0,3,11,0.5,0.15,1491201,728707,762494,9586,9693,9930,10696,75,75,false,3,7
NS,0,1,6,8,0.5,0.15,1928207,936207,992000,8344,7604,16579,17008,75,75,false,3,7
NS,1,1,6,8,0.5,0.15,1859699,939164,920535,8527,8533,15539,16445,75,75,false,3,7
NS,2,1,6,8,0.5,0.15,1933737,988690,945047,9323,8383,16884,16747,75,75,false,3,7
NS,3,1,6,8,0.5,0.15,1886732,921799,964933,7970,8871,15858,17461,75,75,false,3,7
NS,4,1,6,8,0.5,0.15,1935573,988461,947112,9441,8803,16579,16703,75,75,false,3,7
NS,0,0,6,8,0.5,0.15,2924884,1447250,1477634,18926,19199,19861,20657,75,75,false,3,7
NS,1,0,6,8,0.5,0.15,2920807,1442399,1478408,18923,19143,19735,20415,75,75,false,3,7
NS,2,0,6,8,0.5,0.15,2915628,1441655,1473973,18840,19246,19692,20528,75,75,false,3,7
NS,3,0,6,8,0.5,0.15,2925805,1443843,1481962,18946,19092,19724,20444,75,75,false,3,7
NS,4,0,6,8,0.5,0.15,2899160,1433548,1465612,18784,18953,19680,20188,75,75,false,3,7
NS,0,1,6,11,0.5,0.15,1916436,912417,1004019,5844,6264,17414,18523,75,75,false,3,7
NS,1,1,6,11,0.5,0.15,1917193,999321,917872,7132,6822,17870,17690,75,75,false,3,7
NS,2,1,6,11,0.5,0.15,1921884,977363,944521,7072,7390,17829,17956,75,75,false,3,7
NS,3,1,6,11,0.5,0.15,1930881,892331,1038550,6055,7076,17061,18173,75,75,false,3,7
NS,4,1,6,11,0.5,0.15,1893946,985399,908547,8534,5285,17734,17745,75,75,false,3,7
NS,0,0,6,11,0.5,0.15,3005340,1490205,1515135,19611,19720,20330,20803,75,75,false,3,7
NS,1,0,6,11,0.5,0.15,3002145,1490527,1511618,19518,19682,20410,20796,75,75,false,3,7
NS,2,0,6,11,0.5,0.15,2995813,1486384,1509429,19489,19607,20295,20659,75,75,false,3,7
NS,3,0,6,11,0.5,0.15,3002562,1488519,1514043,19527,19658,20269,20940,75,75,false,3,7
NS,4,0,6,11,0.5,0.15,2990838,1484261,1506577,19399,19465,20138,20603,75,75,false,3,7
NS,0,1,9,11,0.5,0.15,1966493,1020054,946439,7429,7882,21415,20676,75,75,false,3,7
NS,1,1,9,11,0.5,0.15,1957407,1012173,945234,8028,4034,19833,19459,75,75,false,3,7
NS,2,1,9,11,0.5,0.15,1953960,994563,959397,8075,7417,20025,18568,75,75,false,3,7
NS,3,1,9,11,0.5,0.15,1935706,1016190,919516,7222,4772,19917,20641,75,75,false,3,7
NS,4,1,9,11,0.5,0.15,1957703,1005243,952460,8722,5925,19213,20619,75,75,false,3,7
NS,0,0,9,11,0.5,0.15,3805274,1901048,1904226,24686,24719,26012,26184,75,75,false,3,7
NS,1,0,9,11,0.5,0.15,3815367,1904052,1911315,24905,24929,25891,26177,75,75,false,3,7
NS,2,0,9,11,0.5,0.15,3846032,1920482,1925550,25015,25041,26291,26178,75,75,false,3,7
NS,3,0,9,11,0.5,0.15,3789990,1895443,1894547,24751,24897,25827,25875,75,75,false,3,7
NS,4,0,9,11,0.5,0.15,3763415,1878879,1884536,24509,24640,25629,25644,75,75,false,3,7
NS,0,1,3,4,0.75,0.15,1470782,355192,1115590,8768,9415,9688,10467,38,112,false,3,7
NS,1,1,3,4,0.75,0.15,1467130,355322,1111808,8837,9437,9739,10479,38,112,false,3,7
NS,2,1,3,4,0.75,0.15,1470225,360245,1109980,9068,9206,9848,10318,38,112,false,3,7
NS,3,1,3,4,0.75,0.15,1480499,362923,1117576,9106,9554,9796,10329,38,112,false,3,7
NS,4,1,3,4,0.75,0.15,1475711,361271,1114440,9066,9512,9834,10319,38,112,false,3,7
NS,0,0,3,4,0.75,0.15,1488709,360411,1128298,9204,9589,9864,10527,38,112,false,3,7
NS,1,0,3,4,0.75,0.15,1495137,360635,1134502,9223,9613,9861,10537,38,112,false,3,7
